order_id,order_value,category,payment_mode,pincode,timestamp,agent_id,agent_age_days,intent_category,intent_max_price,intent_key_attribute,order_category,order_price,order_key_attribute,user_id,user_historical_avg_order_value,user_historical_category,user_account_age_days,device_ip_consistency,user_past_over_budget_kept_rate,category_match,price_within_budget,attribute_match,preference_fit_signal,is_fraud,is_return_or_mismatch
26e77286,1422.14,electronics,COD,500015,2026-01-17T15:06:00,agent_47,643,electronics,1784.68,attr_3,electronics,1422.14,attr_3,user_59,3607.23,electronics,704,1,0.76,1,1,1,0.532,0,0
4d05496b,7135.45,fashion,prepaid,50002,2026-03-18T19:18:00,agent_26,27,fashion,6307.41,attr_2,fashion,7135.45,attr_3,user_474,2335.01,fashion,1146,1,0.36,1,0,0,0.252,0,0
f5070542,6907.84,home,COD,50008,2026-03-05T02:23:00,agent_7,79,home,7899.74,attr_4,home,6907.84,attr_4,user_361,4447.68,groceries,1277,1,0.12,1,1,1,0.036,1,0
0d1e8d36,1776.35,fashion,COD,50009,2026-04-01T07:05:00,agent_7,40,fashion,2764.46,attr_2,fashion,1776.35,attr_2,user_312,5551.43,flights,1495,1,0.28,1,1,1,0.084,0,0
8a89d5e4,2175.4,footwear,COD,500014,2026-04-22T05:52:00,agent_15,38,footwear,1572.66,attr_5,footwear,2175.4,attr_5,user_484,4772.22,footwear,1366,1,0.04,1,0,1,0.028,0,1
a4fa6cc3,530.42,home,prepaid,50003,2026-02-07T14:31:00,agent_6,197,home,801.13,attr_4,home,530.42,attr_4,user_355,1609.8,home,761,1,0.63,1,1,1,0.441,0,0
4901a340,4012.95,flights,prepaid,500020,2026-03-21T12:02:00,agent_27,11,flights,5122.32,attr_1,flights,4012.95,attr_1,user_73,5362.8,footwear,267,1,0.18,1,1,1,0.054,0,0
99964439,6914.89,electronics,COD,500019,2026-03-30T03:25:00,agent_39,407,electronics,5748.32,attr_2,electronics,6914.89,attr_2,user_485,5673.27,electronics,767,1,0.47,1,0,1,0.329,0,0
a53b7883,2534.78,groceries,COD,50004,2026-02-13T22:02:00,agent_15,116,groceries,2877.81,attr_3,groceries,2534.78,attr_3,user_393,698.33,groceries,716,1,0.57,1,1,1,0.399,0,0
d18852b9,2326.07,groceries,COD,500011,2026-01-17T02:11:00,agent_4,73,groceries,3204.93,attr_5,groceries,2326.07,attr_5,user_36,4551.88,flights,1382,1,0.52,1,1,1,0.156,0,0
c0093b48,1988.29,home,COD,500017,2026-02-20T16:23:00,agent_30,23,home,3005.98,attr_3,home,1988.29,attr_3,user_479,2226.41,electronics,31,1,0.86,1,1,1,0.258,0,0
1860ac62,8542.63,footwear,prepaid,500020,2026-05-18T13:04:00,agent_39,51,footwear,5657.49,attr_1,footwear,8542.63,attr_4,user_71,2633.13,footwear,25,1,0.53,1,0,0,0.371,0,0
b955012a,8135.36,flights,COD,50009,2026-01-12T16:23:00,agent_16,32,flights,6164.98,attr_1,flights,8135.36,attr_3,user_122,3081.3,flights,279,0,0.04,1,0,0,0.028,1,0
ffa98c1c,5015.05,home,prepaid,500017,2026-05-07T07:50:00,agent_46,170,home,5526.52,attr_4,home,5015.05,attr_4,user_153,819.6,home,813,1,0.84,1,1,1,0.588,0,0
1c475109,4253.77,fashion,COD,50003,2026-02-08T14:44:00,agent_11,17,flights,3489.14,attr_5,fashion,4253.77,attr_3,user_351,5545.36,flights,274,1,0.19,0,0,0,0.057,1,0
b38ea23f,5273.23,flights,prepaid,500013,2026-02-10T00:45:00,agent_39,81,flights,4081.29,attr_5,flights,5273.23,attr_5,user_410,5468.3,fashion,1445,1,0.87,1,0,1,0.261,0,0
dc8f37de,740.49,fashion,COD,500020,2026-03-19T03:32:00,agent_32,69,fashion,807.1,attr_4,fashion,740.49,attr_4,user_401,4775.39,fashion,1478,1,0.98,1,1,1,0.686,1,0
603390b7,3032.8,electronics,prepaid,500019,2026-02-02T13:47:00,agent_3,4,electronics,3295.27,attr_5,electronics,3032.8,attr_5,user_51,1101.05,electronics,1072,1,0.87,1,1,1,0.609,1,0
03911e7f,4124.55,flights,COD,50005,2026-03-23T23:44:00,agent_27,125,flights,5579.66,attr_5,flights,4124.55,attr_5,user_199,662.84,flights,1344,1,0.24,1,1,1,0.168,0,0
87f12050,1816.23,footwear,prepaid,50006,2026-03-11T00:23:00,agent_36,127,footwear,1136.09,attr_4,footwear,1816.23,attr_4,user_172,4447.02,groceries,1498,1,0.41,1,0,1,0.123,0,0
e2ba2aa0,516.35,footwear,COD,50003,2026-05-05T13:59:00,agent_23,24,footwear,632.52,attr_2,footwear,516.35,attr_2,user_118,2993.04,footwear,521,1,0.96,1,1,1,0.672,1,0
79e43fe1,4327.85,flights,prepaid,50007,2026-04-19T20:44:00,agent_35,162,flights,6067.38,attr_2,flights,4327.85,attr_2,user_317,4093.92,flights,369,1,0.16,1,1,1,0.112,0,0
763e2fee,5321.49,groceries,prepaid,500018,2026-05-14T07:14:00,agent_11,58,groceries,6609.79,attr_3,groceries,5321.49,attr_3,user_369,5464.05,groceries,847,1,0.65,1,1,1,0.455,0,1
19cd57aa,4554.63,footwear,COD,50006,2026-02-27T20:41:00,agent_9,6,footwear,3913.38,attr_1,footwear,4554.63,attr_1,user_1,3338.48,footwear,85,1,0.38,1,0,1,0.266,1,0
ef0bd01d,5664.67,electronics,prepaid,50003,2026-02-15T22:27:00,agent_15,0,electronics,4311.26,attr_2,electronics,5664.67,attr_3,user_465,2332.02,electronics,1173,1,0.26,1,0,0,0.182,1,0
25c91312,1926.25,groceries,COD,50001,2026-04-29T12:33:00,agent_35,82,groceries,1628.41,attr_4,groceries,1926.25,attr_2,user_267,1260.13,footwear,23,1,0.03,1,0,0,0.009,0,1
974d20b3,1750.74,flights,prepaid,500010,2026-01-31T01:11:00,agent_31,402,flights,2406.98,attr_1,flights,1750.74,attr_1,user_207,5553.37,flights,909,0,0.36,1,1,1,0.252,0,0
1ada7f34,2595.17,flights,COD,50007,2026-01-20T23:03:00,agent_40,1,flights,3098.59,attr_2,flights,2595.17,attr_2,user_346,1410.18,footwear,1065,1,0.32,1,1,1,0.096,1,0
64a94ed3,449.87,footwear,COD,50004,2026-03-24T13:53:00,agent_1,171,footwear,530.06,attr_5,footwear,449.87,attr_5,user_66,5961.97,footwear,199,1,0.88,1,1,1,0.616,0,0
fc853410,4422.92,electronics,prepaid,50007,2026-05-17T14:03:00,agent_15,4,electronics,4967.85,attr_4,electronics,4422.92,attr_4,user_75,1772.04,home,920,1,0.4,1,1,1,0.12,0,0
bbb32296,5104.9,electronics,COD,500019,2026-03-07T06:00:00,agent_52,141,groceries,4401.73,attr_3,electronics,5104.9,attr_1,user_367,2743.79,groceries,1335,1,0.68,0,0,0,0.204,0,1
413bbf64,3879.9,flights,COD,500018,2026-04-14T06:40:00,agent_44,134,flights,6062.87,attr_4,flights,3879.9,attr_4,user_228,4806.28,flights,165,0,0.87,1,1,1,0.609,1,0
7da88db3,6971.8,footwear,COD,50005,2026-02-22T09:21:00,agent_22,46,footwear,7156.78,attr_5,footwear,6971.8,attr_5,user_197,2670.46,footwear,917,1,0.41,1,1,1,0.287,0,0
a6674cee,4072.93,fashion,COD,50003,2026-01-07T06:34:00,agent_57,13,fashion,3046.08,attr_1,fashion,4072.93,attr_1,user_5,1839.78,fashion,1132,1,0.28,1,0,1,0.196,1,0
ae5589d0,1320.81,groceries,prepaid,50002,2026-01-20T03:18:00,agent_56,50,groceries,1330.19,attr_5,groceries,1320.81,attr_5,user_152,1888.4,groceries,1149,1,0.9,1,1,1,0.63,0,0
cc84d579,3682.35,electronics,COD,500012,2026-04-16T13:22:00,agent_32,89,electronics,5125.67,attr_3,electronics,3682.35,attr_3,user_16,1409.21,electronics,248,1,0.58,1,1,1,0.406,0,0
a06dfdaf,5040.95,fashion,prepaid,50001,2026-05-02T11:15:00,agent_45,48,fashion,7220.92,attr_2,fashion,5040.95,attr_2,user_170,1052.18,fashion,1271,1,0.41,1,1,1,0.287,0,0
5a9c899c,1322.78,flights,COD,500011,2026-01-18T10:52:00,agent_11,152,flights,1709.41,attr_1,flights,1322.78,attr_1,user_476,5383.94,home,781,1,0.53,1,1,1,0.159,1,0
10a72d92,3661.31,footwear,prepaid,500010,2026-03-15T20:57:00,agent_13,19,footwear,4658.12,attr_5,footwear,3661.31,attr_5,user_330,1892.52,footwear,187,0,0.32,1,1,1,0.224,1,0
c3882e3b,3615.47,electronics,prepaid,500017,2026-05-09T07:16:00,agent_21,187,electronics,4015.69,attr_5,electronics,3615.47,attr_5,user_265,1340.82,fashion,84,1,0.79,1,1,1,0.237,0,0
51c87762,702.54,groceries,COD,50006,2026-04-02T15:50:00,agent_39,516,groceries,965.47,attr_4,groceries,702.54,attr_4,user_300,3020.44,groceries,236,1,0.39,1,1,1,0.273,0,0
29aa3a87,1486.4,footwear,prepaid,500010,2026-05-12T14:27:00,agent_41,103,footwear,1829.27,attr_1,footwear,1486.4,attr_1,user_357,5153.04,footwear,679,1,0.75,1,1,1,0.525,0,0
ccf1d045,3835.84,groceries,COD,500015,2026-04-03T16:57:00,agent_25,184,groceries,5898.37,attr_4,groceries,3835.84,attr_4,user_66,3299.14,electronics,974,1,0.41,1,1,1,0.123,1,0
affdf6d1,2818.86,flights,COD,500015,2026-03-17T06:55:00,agent_33,61,flights,1983.57,attr_4,flights,2818.86,attr_2,user_350,4779.83,fashion,1005,1,0.28,1,0,0,0.084,1,0
2b2faf4d,4381.75,fashion,prepaid,500020,2026-04-29T14:36:00,agent_19,30,fashion,5191.09,attr_1,fashion,4381.75,attr_1,user_164,5868.71,fashion,1031,1,0.4,1,1,1,0.28,0,0
67146609,2720.38,electronics,COD,500018,2026-03-05T09:30:00,agent_55,88,electronics,3005.83,attr_3,electronics,2720.38,attr_3,user_350,1843.13,home,1266,0,0.74,1,1,1,0.222,1,0
aeb2c1e2,7286.42,electronics,COD,500013,2026-02-24T04:12:00,agent_9,100,electronics,4894.71,attr_4,electronics,7286.42,attr_2,user_225,2754.9,electronics,1225,1,0.17,1,0,0,0.119,0,1
29f3c89b,4454.56,home,COD,50006,2026-04-26T15:05:00,agent_5,29,home,5147.51,attr_1,home,4454.56,attr_1,user_288,5630.95,flights,215,1,0.27,1,1,1,0.081,1,0
d1d2161e,4106.67,electronics,prepaid,50004,2026-01-08T03:23:00,agent_59,110,electronics,5646.22,attr_3,electronics,4106.67,attr_3,user_184,4089.78,footwear,779,1,0.73,1,1,1,0.219,0,0
7bd3632e,4378.87,fashion,prepaid,500016,2026-01-22T07:45:00,agent_19,156,fashion,6659.23,attr_2,fashion,4378.87,attr_2,user_267,2791.66,fashion,1125,1,0.49,1,1,1,0.343,0,0
26376a95,3505.47,electronics,COD,50002,2026-01-13T21:11:00,agent_46,0,electronics,3772.37,attr_5,electronics,3505.47,attr_5,user_212,691.61,electronics,1236,1,0.15,1,1,1,0.105,0,0
a8d560a7,2772.44,groceries,COD,500011,2026-01-25T11:38:00,agent_10,43,groceries,4281.34,attr_4,groceries,2772.44,attr_4,user_88,4626.46,groceries,558,1,0.21,1,1,1,0.147,1,0
742e0361,6530.45,footwear,COD,500017,2026-04-09T16:26:00,agent_34,121,footwear,5401.55,attr_1,footwear,6530.45,attr_1,user_232,2661.05,groceries,1463,1,0.19,1,0,1,0.057,0,0
0a3d78bb,1779.46,footwear,prepaid,500011,2026-01-10T04:15:00,agent_49,51,footwear,2451.38,attr_1,footwear,1779.46,attr_1,user_181,2802.61,footwear,846,1,0.27,1,1,1,0.189,0,0
525dbbe0,2071.61,footwear,prepaid,50001,2026-01-29T17:57:00,agent_13,155,footwear,1789.7,attr_2,footwear,2071.61,attr_1,user_53,5396.45,footwear,719,0,0.06,1,0,0,0.042,1,0
ddd3605c,3207.52,footwear,COD,500011,2026-03-28T01:13:00,agent_55,137,groceries,2902.98,attr_1,footwear,3207.52,attr_1,user_204,2484.17,groceries,542,1,0.61,0,0,1,0.183,1,0
ab4dced8,4100.82,footwear,prepaid,50004,2026-03-11T06:07:00,agent_32,200,footwear,4445.45,attr_5,footwear,4100.82,attr_5,user_247,5981.72,footwear,607,1,0.95,1,1,1,0.665,0,0
18ed6091,3730.04,electronics,COD,500020,2026-05-09T17:13:00,agent_8,152,electronics,4885.65,attr_3,electronics,3730.04,attr_3,user_401,2265.97,electronics,163,1,0.59,1,1,1,0.413,0,0
b45a97c0,3035.88,home,COD,500015,2026-04-11T10:22:00,agent_58,168,home,4759.51,attr_2,home,3035.88,attr_2,user_195,3040.0,home,836,1,0.35,1,1,1,0.245,1,0
23a90ca3,2356.68,home,prepaid,50005,2026-01-06T08:28:00,agent_49,203,home,2430.67,attr_3,home,2356.68,attr_3,user_467,5601.28,home,1006,1,0.95,1,1,1,0.665,0,1
00736dc3,5162.97,fashion,COD,500019,2026-01-23T07:17:00,agent_26,160,fashion,6891.09,attr_3,fashion,5162.97,attr_3,user_387,3230.3,fashion,18,1,0.33,1,1,1,0.231,0,0
93231efa,6125.12,footwear,COD,500010,2026-03-26T08:02:00,agent_51,206,footwear,7726.85,attr_4,footwear,6125.12,attr_4,user_455,1531.85,footwear,1318,1,0.1,1,1,1,0.07,0,0
824f37cb,5074.63,groceries,COD,500019,2026-04-03T19:46:00,agent_7,32,groceries,6460.63,attr_2,groceries,5074.63,attr_2,user_188,5107.44,groceries,462,1,0.02,1,1,1,0.014,0,0
8a5de502,4079.38,fashion,COD,500013,2026-04-01T12:13:00,agent_13,18,fashion,4416.88,attr_5,fashion,4079.38,attr_5,user_495,1267.93,fashion,522,1,0.95,1,1,1,0.665,0,0
6b1dc8c0,475.43,home,COD,500018,2026-01-17T07:40:00,agent_57,51,home,769.24,attr_4,home,475.43,attr_4,user_142,3440.3,groceries,70,1,0.3,1,1,1,0.09,0,0
b0a5cef8,8895.69,footwear,COD,50001,2026-04-26T06:43:00,agent_6,47,footwear,7368.09,attr_5,footwear,8895.69,attr_1,user_64,3620.96,footwear,673,1,0.97,1,0,0,0.679,0,0
4e5e57dd,5061.93,home,prepaid,500013,2026-02-20T05:19:00,agent_12,68,home,6468.41,attr_5,home,5061.93,attr_5,user_196,3501.22,home,1349,0,0.7,1,1,1,0.49,1,0
372b14bf,6017.89,footwear,COD,50002,2026-01-07T19:43:00,agent_21,172,footwear,3845.55,attr_1,footwear,6017.89,attr_5,user_77,3867.22,footwear,244,1,0.98,1,0,0,0.686,1,0
d7adc58b,5427.93,home,COD,50002,2026-02-01T09:05:00,agent_32,72,home,7343.37,attr_2,home,5427.93,attr_2,user_204,3942.94,home,1202,1,0.86,1,1,1,0.602,1,0
3141d82c,5204.2,groceries,COD,500013,2026-03-11T02:49:00,agent_12,383,groceries,4553.58,attr_5,groceries,5204.2,attr_4,user_266,1505.45,groceries,983,1,0.43,1,0,0,0.301,1,0
c961ab21,6303.42,footwear,COD,50001,2026-04-25T04:42:00,agent_28,318,flights,4084.6,attr_3,footwear,6303.42,attr_3,user_360,2819.71,flights,893,1,0.64,0,0,1,0.192,1,0
7d7e0196,5329.95,flights,COD,500015,2026-04-13T07:14:00,agent_29,106,flights,6921.72,attr_4,flights,5329.95,attr_4,user_230,3970.86,flights,997,1,0.96,1,1,1,0.672,0,0
cac447ee,2407.61,flights,prepaid,50005,2026-01-25T07:56:00,agent_53,8,flights,1989.38,attr_2,flights,2407.61,attr_1,user_375,4609.98,flights,416,1,0.96,1,0,0,0.672,0,0
95a41e9b,2528.99,groceries,COD,500016,2026-04-24T23:11:00,agent_17,6,groceries,2812.5,attr_3,groceries,2528.99,attr_3,user_121,1200.02,groceries,1060,1,0.48,1,1,1,0.336,0,0
758db8a7,4059.04,groceries,COD,50008,2026-03-31T07:19:00,agent_2,33,groceries,3440.45,attr_4,groceries,4059.04,attr_2,user_433,4634.79,groceries,416,1,0.44,1,0,0,0.308,0,0
4b782741,6051.09,flights,prepaid,500020,2026-01-16T02:11:00,agent_47,267,flights,7314.56,attr_3,flights,6051.09,attr_3,user_356,3035.12,flights,33,1,0.49,1,1,1,0.343,0,0
ff8bc3b9,2053.25,electronics,prepaid,50004,2026-01-28T02:37:00,agent_45,170,electronics,2857.61,attr_4,electronics,2053.25,attr_4,user_29,2709.14,electronics,913,0,0.34,1,1,1,0.238,1,0
f002c12c,5193.65,flights,COD,500019,2026-02-08T08:41:00,agent_21,86,flights,5609.97,attr_4,flights,5193.65,attr_4,user_482,1465.04,electronics,404,0,0.14,1,1,1,0.042,1,0
692a86d5,2392.08,flights,COD,50006,2026-01-29T21:19:00,agent_46,399,flights,2397.76,attr_4,flights,2392.08,attr_4,user_448,4745.17,flights,1254,1,0.0,1,1,1,0.0,1,0
e58dcf41,5229.73,flights,COD,500015,2026-02-27T04:48:00,agent_39,102,flights,6103.07,attr_5,flights,5229.73,attr_5,user_202,2543.49,flights,301,1,0.48,1,1,1,0.336,0,0
88d0ea1e,5931.66,electronics,COD,500019,2026-02-08T01:46:00,agent_6,124,electronics,6159.3,attr_5,electronics,5931.66,attr_5,user_60,3075.27,electronics,286,1,0.29,1,1,1,0.203,0,0
d8dc311a,1495.47,electronics,prepaid,50006,2026-04-28T19:56:00,agent_5,26,electronics,2185.17,attr_1,electronics,1495.47,attr_1,user_114,5156.69,electronics,62,1,0.64,1,1,1,0.448,0,0
8ebdb1f9,4169.97,flights,prepaid,50002,2026-04-15T01:50:00,agent_37,254,flights,5141.87,attr_3,flights,4169.97,attr_3,user_144,1205.61,fashion,1408,1,0.44,1,1,1,0.132,0,0
5b5a87a3,3471.28,groceries,COD,50003,2026-04-21T10:46:00,agent_27,74,groceries,4289.58,attr_3,groceries,3471.28,attr_3,user_480,2673.06,flights,1370,1,0.74,1,1,1,0.222,1,0
67954189,3958.55,footwear,prepaid,500015,2026-02-16T18:51:00,agent_53,245,footwear,3140.38,attr_2,footwear,3958.55,attr_3,user_118,3106.63,flights,149,1,0.88,1,0,0,0.264,0,0
c4f11008,1317.29,flights,prepaid,50006,2026-05-12T06:29:00,agent_52,4,flights,2151.18,attr_4,flights,1317.29,attr_4,user_26,4415.55,flights,748,1,0.35,1,1,1,0.245,1,0
a3c79f81,8780.64,home,COD,500015,2026-03-04T10:26:00,agent_44,79,groceries,6095.51,attr_4,home,8780.64,attr_2,user_31,1687.59,groceries,1171,1,0.23,0,0,0,0.069,0,1
cc5f2da2,3641.42,flights,prepaid,50007,2026-01-10T21:40:00,agent_4,392,flights,3121.73,attr_2,flights,3641.42,attr_2,user_494,3682.35,flights,1458,0,0.92,1,0,1,0.644,1,0
7b90383a,3582.69,footwear,COD,50002,2026-04-21T15:14:00,agent_47,234,footwear,4851.8,attr_1,footwear,3582.69,attr_1,user_131,3970.02,fashion,961,1,0.71,1,1,1,0.213,0,0
31afccef,2869.11,groceries,COD,50004,2026-02-10T06:06:00,agent_41,98,groceries,2976.51,attr_5,groceries,2869.11,attr_5,user_170,5210.25,groceries,1149,1,0.22,1,1,1,0.154,0,0
38740d8c,960.34,flights,prepaid,50006,2026-04-14T04:21:00,agent_46,166,flights,1513.1,attr_4,flights,960.34,attr_4,user_119,4314.47,flights,1027,1,0.45,1,1,1,0.315,0,0
f6f6ddd1,2542.73,home,COD,500017,2026-05-09T00:16:00,agent_20,90,home,4044.17,attr_3,home,2542.73,attr_3,user_247,3908.46,groceries,742,1,0.6,1,1,1,0.18,0,0
e9cc0e47,2107.01,flights,prepaid,500010,2026-02-15T07:27:00,agent_24,141,flights,1856.63,attr_3,flights,2107.01,attr_2,user_321,1023.53,flights,653,1,0.73,1,0,0,0.511,0,0
00bc225e,9994.53,electronics,prepaid,50009,2026-04-30T10:34:00,agent_59,44,electronics,7293.44,attr_5,electronics,9994.53,attr_1,user_201,4658.51,flights,1498,1,0.29,1,0,0,0.087,0,0
502cfacb,3768.31,home,COD,50007,2026-04-15T01:14:00,agent_48,230,home,2774.02,attr_2,home,3768.31,attr_5,user_167,2918.95,groceries,1360,1,0.27,1,0,0,0.081,0,0
3d054283,8263.41,groceries,COD,50007,2026-03-22T19:05:00,agent_48,9,groceries,6878.91,attr_5,groceries,8263.41,attr_5,user_11,1753.27,groceries,835,1,0.32,1,0,1,0.224,1,0
a004bb34,3144.05,footwear,COD,500017,2026-01-29T03:58:00,agent_48,174,footwear,3835.16,attr_4,footwear,3144.05,attr_4,user_330,894.88,groceries,1340,1,0.18,1,1,1,0.054,1,0
a41051fc,2554.3,footwear,prepaid,500015,2026-03-26T18:40:00,agent_18,172,footwear,4205.48,attr_3,footwear,2554.3,attr_3,user_316,3124.78,footwear,344,1,0.35,1,1,1,0.245,0,0
1b02f620,2724.7,fashion,prepaid,500011,2026-01-28T23:09:00,agent_36,36,fashion,4062.67,attr_5,fashion,2724.7,attr_5,user_464,3818.73,fashion,73,1,0.45,1,1,1,0.315,0,0
0b652379,499.19,flights,prepaid,50001,2026-03-21T10:08:00,agent_30,577,flights,590.39,attr_5,flights,499.19,attr_5,user_77,5836.11,fashion,1456,1,0.08,1,1,1,0.024,0,0
ed934232,8962.96,flights,COD,500015,2026-04-30T09:12:00,agent_39,157,flights,6867.34,attr_3,flights,8962.96,attr_3,user_189,3304.07,flights,1454,1,0.37,1,0,1,0.259,0,0
2602cc2f,9770.1,electronics,COD,500018,2026-03-14T05:34:00,agent_17,280,electronics,7450.03,attr_1,electronics,9770.1,attr_1,user_159,4311.1,electronics,234,1,0.67,1,0,1,0.469,0,0
d2b643aa,1542.97,home,prepaid,50001,2026-02-08T20:07:00,agent_26,333,home,1369.24,attr_3,home,1542.97,attr_3,user_16,5368.01,home,221,1,0.69,1,0,1,0.483,0,0
9dcd7150,1101.19,fashion,COD,500013,2026-03-13T13:06:00,agent_1,163,fashion,1315.0,attr_3,fashion,1101.19,attr_3,user_378,1865.62,fashion,597,1,0.38,1,1,1,0.266,1,0
a04caf86,7353.59,groceries,COD,500018,2026-03-03T19:07:00,agent_57,34,groceries,7568.03,attr_3,groceries,7353.59,attr_3,user_273,622.48,groceries,1148,1,0.79,1,1,1,0.553,0,0
fe8d4482,976.1,flights,COD,50003,2026-01-13T14:20:00,agent_27,213,flights,621.73,attr_1,flights,976.1,attr_1,user_274,5134.6,flights,724,0,0.47,1,0,1,0.329,1,0
0f8a1494,2418.35,groceries,COD,50001,2026-02-11T20:40:00,agent_27,158,groceries,2441.27,attr_5,groceries,2418.35,attr_5,user_100,3275.0,footwear,426,1,0.39,1,1,1,0.117,1,0
9b0550ba,1384.74,footwear,COD,50009,2026-01-30T16:46:00,agent_3,55,footwear,1859.91,attr_2,footwear,1384.74,attr_2,user_450,4211.47,footwear,539,1,0.72,1,1,1,0.504,0,0
a29481b8,1265.76,groceries,COD,50007,2026-01-23T14:51:00,agent_15,135,groceries,1429.54,attr_5,groceries,1265.76,attr_5,user_56,4609.11,groceries,1212,0,0.61,1,1,1,0.427,0,0
a9f71660,729.34,flights,COD,500017,2026-02-17T02:01:00,agent_21,209,flights,605.94,attr_3,flights,729.34,attr_3,user_164,5602.18,flights,68,1,0.24,1,0,1,0.168,0,0
5514c328,5790.23,electronics,COD,50002,2026-04-17T12:15:00,agent_59,59,electronics,6174.87,attr_3,electronics,5790.23,attr_3,user_357,5606.89,electronics,802,1,0.77,1,1,1,0.539,0,0
